"generation","p_c","p_b","p_bh","p_f","p_mono","p_polyg","p_polya","RS_mono","RS_poly","run"
1,0.533333333333333,0.533333333333333,0.606666666666667,0.533333333333333,0.613333333333333,0.242857142857143,0.1625,1.50549450549451,2.76271186440678,"2"
2,0.513333333333333,0.413333333333333,0.44,0.446666666666667,0.586666666666667,0.180722891566265,0.298507462686567,1.48484848484848,2.4047619047619,"2"
3,0.42,0.373333333333333,0.44,0.433333333333333,0.653333333333333,0.105882352941176,0.2,1.84848484848485,2.11904761904762,"2"
4,0.386666666666667,0.286666666666667,0.313333333333333,0.466666666666667,0.48,0.175,0.342857142857143,1.74468085106383,2.11650485436893,"2"
5,0.353333333333333,0.26,0.3,0.493333333333333,0.6,0.144736842105263,0.22972972972973,1.77777777777778,2.0952380952381,"2"
6,0.34,0.233333333333333,0.3,0.553333333333333,0.533333333333333,0.26865671641791,0.144578313253012,1.37777777777778,2.26666666666667,"2"
7,0.286666666666667,0.16,0.246666666666667,0.493333333333333,0.48,0.289473684210526,0.310810810810811,1.2972972972973,2.23008849557522,"2"
8,0.286666666666667,0.12,0.213333333333333,0.506666666666667,0.52,0.283783783783784,0.210526315789474,1.375,2.16949152542373,"2"
9,0.28,0.08,0.166666666666667,0.506666666666667,0.52,0.243243243243243,0.223684210526316,1.32,2.136,"2"
10,0.206666666666667,0.0933333333333333,0.2,0.44,0.453333333333333,0.202380952380952,0.333333333333333,1.53333333333333,2.11666666666667,"2"
11,0.213333333333333,0.0533333333333333,0.14,0.5,0.52,0.226666666666667,0.2,1.80952380952381,2.03100775193798,"2"
12,0.22,0.02,0.12,0.52,0.453333333333333,0.347222222222222,0.307692307692308,1.11111111111111,2.12121212121212,"2"
13,0.166666666666667,0.02,0.126666666666667,0.533333333333333,0.44,0.314285714285714,0.2625,1.52631578947368,2.06870229007634,"2"
14,0.146666666666667,0.0133333333333333,0.0666666666666667,0.52,0.48,0.263888888888889,0.282051282051282,1.8,2.01428571428571,"2"
15,0.18,0,0.0933333333333333,0.573333333333333,0.413333333333333,0.421875,0.22093023255814,1.42857142857143,2.05882352941176,"2"
16,0.186666666666667,0,0.126666666666667,0.513333333333333,0.506666666666667,0.273972602739726,0.220779220779221,2,2,"2"
17,0.146666666666667,0,0.0933333333333333,0.586666666666667,0.493333333333333,0.451612903225806,0.181818181818182,1.14285714285714,2.08823529411765,"2"
18,0.133333333333333,0,0.0533333333333333,0.493333333333333,0.453333333333333,0.276315789473684,0.22972972972973,1.375,2.03521126760563,"2"
19,0.106666666666667,0,0.04,0.533333333333333,0.533333333333333,0.314285714285714,0.2125,1.83333333333333,2.00694444444444,"2"
20,0.0933333333333333,0,0.0533333333333333,0.52,0.493333333333333,0.305555555555556,0.192307692307692,0.875,2.06338028169014,"2"
21,0.0866666666666667,0,0.0533333333333333,0.44,0.506666666666667,0.154761904761905,0.333333333333333,2.125,1.99295774647887,"2"
22,0.133333333333333,0,0.06,0.593333333333333,0.533333333333333,0.459016393442623,0.123595505617978,1.11111111111111,2.05673758865248,"2"
23,0.16,0,0.106666666666667,0.5,0.533333333333333,0.266666666666667,0.24,1.375,2.07462686567164,"2"
24,0.18,0,0.113333333333333,0.433333333333333,0.506666666666667,0.188235294117647,0.430769230769231,1.64705882352941,2.04511278195489,"2"
25,0.166666666666667,0,0.106666666666667,0.426666666666667,0.466666666666667,0.186046511627907,0.40625,1.25,2.08955223880597,"2"
26,0.0933333333333333,0,0.0466666666666667,0.493333333333333,0.386666666666667,0.276315789473684,0.297297297297297,1.42857142857143,2.02797202797203,"2"
27,0.0733333333333333,0,0.0266666666666667,0.46,0.426666666666667,0.197530864197531,0.304347826086957,1,2.02739726027397,"2"
28,0.0533333333333333,0,0.0133333333333333,0.4,0.466666666666667,0.222222222222222,0.4,1.5,2.00675675675676,"2"
29,0.0666666666666667,0,0.0266666666666667,0.473333333333333,0.533333333333333,0.215189873417722,0.211267605633803,2.5,1.98630136986301,"2"
30,0.0733333333333333,0,0.0333333333333333,0.553333333333333,0.453333333333333,0.402985074626866,0.180722891566265,2.8,1.97241379310345,"2"
31,0.08,0,0.0466666666666667,0.466666666666667,0.453333333333333,0.225,0.328571428571429,1.57142857142857,2.02097902097902,"2"
32,0.0866666666666667,0,0.0466666666666667,0.52,0.453333333333333,0.263888888888889,0.192307692307692,1.42857142857143,2.02797202797203,"2"
33,0.0733333333333333,0,0.0333333333333333,0.526666666666667,0.48,0.338028169014085,0.20253164556962,1.6,2.01379310344828,"2"
