"generation","p_c","p_b","p_bh","p_f","p_mono","p_polyg","p_polya","RS_mono","RS_poly","run"
1,0.526666666666667,0.466666666666667,0.493333333333333,0.446666666666667,0.52,0.0602409638554217,0.149253731343284,2,2,"1"
2,0.606666666666667,0.413333333333333,0.546666666666667,0.553333333333333,0.48,0.164179104477612,0.0963855421686747,1.73170731707317,2.32352941176471,"1"
3,0.56,0.333333333333333,0.42,0.5,0.533333333333333,0.0533333333333333,0.08,2.20634920634921,1.85057471264368,"1"
4,0.493333333333333,0.293333333333333,0.353333333333333,0.526666666666667,0.533333333333333,0.183098591549296,0.0886075949367089,1.92452830188679,2.04123711340206,"1"
5,0.446666666666667,0.406666666666667,0.493333333333333,0.526666666666667,0.493333333333333,0.0845070422535211,0.0759493670886076,2.04054054054054,1.96052631578947,"1"
6,0.413333333333333,0.446666666666667,0.413333333333333,0.48,0.546666666666667,0.102564102564103,0.138888888888889,1.87096774193548,2.09090909090909,"1"
7,0.44,0.42,0.433333333333333,0.48,0.48,0.128205128205128,0.111111111111111,2.07692307692308,1.94117647058824,"1"
8,0.433333333333333,0.486666666666667,0.373333333333333,0.54,0.56,0.159420289855072,0.111111111111111,1.98214285714286,2.01063829787234,"1"
9,0.393333333333333,0.526666666666667,0.433333333333333,0.573333333333333,0.506666666666667,0.125,0.0581395348837209,2.47692307692308,1.63529411764706,"1"
10,0.42,0.666666666666667,0.506666666666667,0.44,0.48,0.0833333333333333,0.121212121212121,1.89473684210526,2.10810810810811,"1"
11,0.366666666666667,0.693333333333333,0.466666666666667,0.546666666666667,0.48,0.0735294117647059,0.0975609756097561,2.11428571428571,1.9,"1"
12,0.366666666666667,0.706666666666667,0.54,0.473333333333333,0.52,0.0506329113924051,0.0704225352112676,1.98765432098765,2.01449275362319,"1"
13,0.446666666666667,0.733333333333333,0.593333333333333,0.473333333333333,0.56,0.0253164556962025,0.0563380281690141,2.02247191011236,1.9672131147541,"1"
14,0.5,0.786666666666667,0.64,0.513333333333333,0.48,0.0958904109589041,0.051948051948052,2.04166666666667,1.92592592592593,"1"
15,0.473333333333333,0.813333333333333,0.64,0.526666666666667,0.48,0.0985915492957746,0.0506329113924051,1.95833333333333,2.07407407407407,"1"
16,0.433333333333333,0.786666666666667,0.6,0.573333333333333,0.52,0.15625,0.0697674418604651,1.85555555555556,2.21666666666667,"1"
17,0.4,0.82,0.566666666666667,0.466666666666667,0.56,0.0875,0.0571428571428571,2.25882352941176,1.66153846153846,"1"
18,0.373333333333333,0.833333333333333,0.56,0.493333333333333,0.56,0.0394736842105263,0.0810810810810811,2.10714285714286,1.86363636363636,"1"
19,0.446666666666667,0.82,0.606666666666667,0.453333333333333,0.546666666666667,0.0609756097560976,0.0882352941176471,2.13186813186813,1.79661016949153,"1"
20,0.38,0.886666666666667,0.666666666666667,0.406666666666667,0.48,0.0449438202247191,0.131147540983607,1.9,2.2,"1"
21,0.34,0.853333333333333,0.58,0.48,0.493333333333333,0.0512820512820513,0.138888888888889,2.20689655172414,1.71428571428571,"1"
22,0.38,0.866666666666667,0.606666666666667,0.473333333333333,0.493333333333333,0.0632911392405063,0.0563380281690141,2.32967032967033,1.49152542372881,"1"
23,0.4,0.92,0.606666666666667,0.52,0.493333333333333,0.0694444444444444,0.0641025641025641,2,2,"1"
24,0.466666666666667,0.913333333333333,0.733333333333333,0.593333333333333,0.533333333333333,0.0655737704918033,0.0449438202247191,2.11818181818182,1.675,"1"
25,0.586666666666667,0.926666666666667,0.733333333333333,0.446666666666667,0.533333333333333,0.0240963855421687,0.0597014925373134,2.1,1.725,"1"
26,0.593333333333333,0.913333333333333,0.766666666666667,0.546666666666667,0.56,0.0294117647058824,0.0487804878048781,2.05217391304348,1.82857142857143,"1"
27,0.606666666666667,0.913333333333333,0.706666666666667,0.526666666666667,0.52,0.0422535211267606,0,2.16037735849057,1.61363636363636,"1"
28,0.693333333333333,0.906666666666667,0.8,0.54,0.466666666666667,0.0579710144927536,0.037037037037037,2.00833333333333,1.96666666666667,"1"
29,0.693333333333333,0.92,0.813333333333333,0.633333333333333,0.546666666666667,0.0363636363636364,0.0105263157894737,1.9344262295082,2.28571428571429,"1"
30,0.666666666666667,0.953333333333333,0.766666666666667,0.493333333333333,0.493333333333333,0.0921052631578947,0.0675675675675676,1.72173913043478,2.91428571428571,"1"
31,0.706666666666667,0.953333333333333,0.793333333333333,0.533333333333333,0.44,0.0428571428571429,0.025,1.90756302521008,2.35483870967742,"1"
32,0.68,0.96,0.813333333333333,0.54,0.506666666666667,0.0289855072463768,0.0493827160493827,1.95081967213115,2.21428571428571,"1"
33,0.726666666666667,0.98,0.866666666666667,0.506666666666667,0.466666666666667,0.0135135135135135,0,2.07692307692308,1.5,"1"
34,0.766666666666667,1,0.88,0.473333333333333,0.56,0.0126582278481013,0,2.12121212121212,1.11111111111111,"1"
35,0.84,1,0.933333333333333,0.48,0.453333333333333,0,0.0138888888888889,2.05,1.3,"1"
36,0.88,1,0.94,0.52,0.506666666666667,0.0138888888888889,0,2.00709219858156,1.88888888888889,"1"
37,0.92,1,0.946666666666667,0.486666666666667,0.466666666666667,0,0,2.11267605633803,0,"1"
38,0.946666666666667,1,0.973333333333333,0.566666666666667,0.506666666666667,0,0.0117647058823529,1.98630136986301,2.5,"1"
39,0.933333333333333,1,0.966666666666667,0.42,0.533333333333333,0,0,2.0551724137931,0.4,"1"
40,0.973333333333333,1,0.986666666666667,0.566666666666667,0.506666666666667,0.0153846153846154,0,1.97972972972973,3.5,"1"
41,0.966666666666667,1,0.993333333333333,0.526666666666667,0.466666666666667,0,0,1.99328859060403,3,"1"
42,0.98,1,0.986666666666667,0.453333333333333,0.613333333333333,0,0,2.00675675675676,1.5,"1"
43,0.993333333333333,1,0.993333333333333,0.453333333333333,0.586666666666667,0,0,2.01342281879195,0,"1"
44,1,1,1,0.46,0.613333333333333,0,0,2,NA,"1"
45,1,1,1,0.44,0.573333333333333,0,0,2,NA,"1"
46,1,1,1,0.473333333333333,0.56,0,0,2,NA,"1"
47,1,1,1,0.5,0.453333333333333,0,0,2,NA,"1"
48,1,1,1,0.5,0.466666666666667,0,0,2,NA,"1"
49,1,1,1,0.513333333333333,0.546666666666667,0,0,2,NA,"1"
50,1,1,1,0.54,0.44,0,0,2,NA,"1"
51,1,1,1,0.493333333333333,0.48,0,0,2,NA,"1"
52,1,1,1,0.526666666666667,0.48,0,0,2,NA,"1"
53,1,1,1,0.526666666666667,0.546666666666667,0,0,2,NA,"1"
54,1,1,1,0.446666666666667,0.48,0,0,2,NA,"1"
55,1,1,1,0.506666666666667,0.453333333333333,0,0,2,NA,"1"
